Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
09760015,PARITY TECHNOLOGIES LIMITED,133,213745479,0.5714999999999999,0.122,1.021,Large,09/03/2015 00:00:00,"Parity technologies builds core blockchain infrastructure. from parity ethereum, the most advanced ethereum client, to polkadot, the next-generation interoperable blockchain network.",parity.io,EC1R 0LT,Cryptocurrency Economy,Cryptocurrency Economy: Blockchain,99863.24,4.45,2022-10-01,0
12794676,R8 CAPITAL INVESTMENTS PLC,69,3282500,3.34,0.329,6.351,Medium,08/05/2020 00:00:00,"Mode is the all-in-one, trusted uk app to buy, earn & grow bitcoin. fca registered. instant buys/sells. great brands to earn bitcoin cashback from.",modeapp.com,E1W 9US,"FinTech, Cryptocurrency Economy","FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,6.9,2022-07-01,0
12891102,GLOBACAP TECHNOLOGY LIMITED,115,2305782,1.3265,0.645,2.008,Medium,09/21/2020 00:00:00,"An end-to-end digital ecosystem supercharging your primary placement deals, reducing ongoing administrative overheads, and enabling frictionless secondary liquidity.",globacap.com,WC2A 1AP,FinTech,"FinTech: Tech for Enterprise, FinTech: Crypto Asset Exchange",,0,,0
11344380,TRADE LEDGER LIMITED,45,3129772,0.463,0.463,,Small,05/03/2018 00:00:00,"Business lending technology for next-generation working capital that is customer centric, api-first, cloud-native and allows lenders to launch new products in 90 days.",tradeledger.io,WC2R 0LR,FinTech,"FinTech: Digital Lending, FinTech: Digital Payments, FinTech: Tech for Enterprise",,15,2023-05-01,0
06499022,CONTIS GROUP LIMITED,309,111196750,0.2825,0.156,0.409,Large,02/11/2008 00:00:00,"Rapidly launch account, cards and payments services. contis provides full back-end and front-end payments services across the uk and the eea.",contis.com,BD23 1RL,"FinTech, Software as a Service (SaaS), Cryptocurrency Economy","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Tech for Enterprise, FinTech: Digital Custody, Software as a Service (SaaS): Finance and Accounting, Cryptocurrency Economy: Wallet",,0,2021-07-01,0
07834052,QREDO LTD,125,15811032,1.531,1.531,,Medium,11/03/2011 00:00:00,"Qredo is a cross-chain protocol for asset managers and traders active in the digital asset markets. using our institution-grade, layer 2 infrastructure, investors can now hold all their crypto assets securely in one place, with unlocked access to a wide range of liquidity venues and defi yield opportunities.",qredo.com,EC4N 6EU,FinTech,FinTech: Digital Custody,,82.34,2022-02-01,0
10131902,APEXX FINTECH LIMITED,62,4292772,0.37,0.37,,Medium,04/19/2016 00:00:00,"The apexx payment gateway consolidates global payment providers into a single integration point, optimising the cost of complex payment ecosystems.",apexx.global,EC1M 5RR,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",441841.93,33.19,2023-03-01,0
07495895,GOCARDLESS LTD,1466,200952030,0.432,0.385,0.479,Large,01/17/2011 00:00:00,,gocardless.com,EC1V 7EN,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,470.87,2022-07-01,0
10278251,TRUELAYER LIMITED,1032,12034782,1.025,1.098,0.952,Large,07/14/2016 00:00:00,Our open banking payments platform powers new payment products across the uk and europe.,truelayer.com,EC2A 1PX,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,199.63,2022-04-01,0
11103959,PLAID FINANCIAL LTD.,64,3526885,0.571,0.571,,Medium,12/08/2017 00:00:00,"The essential finance and tax app for creators, small businesses and side incomes. keep track of your incomings and outgoings and automate your tax return in a few taps.",earnr.co.uk,EC2A 2DX,FinTech,FinTech: Digital Payments,,544.59,2021-08-01,0
10076912,RAILSBANK TECHNOLOGY LIMITED,350,12703125,2.0775,2.055,2.1,Large,03/22/2016 00:00:00,Payrnet is a wholly owned subsidiary of railsr that holds the regulated financial services licenses and payment scheme memberships for railsr.,railsr.com,BN1 2NW,"Software Development, FinTech","Software Development: API Development and Integration, FinTech: Digital Payments",,133.82,2023-10-01,0
09205110,FXC INTELLIGENCE LIMITED,46,1809501,0.451,0.451,,Small,09/05/2014 00:00:00,"International payments data, research and payment card industry data to help banks, payment companies and investors. apis for money transfer and credit cards",fxcintel.com,N3 1XW,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,,0
12258266,UNCAPPED LTD,98,6655986,2.122,2.122,,Medium,10/12/2019 00:00:00,Europe's #1 revenue based finance provider ✅ get up to £10m in 24 hours ✅ no dilution or personal guarantees ✅ apply in minutes,weareuncapped.com,EC3V 3NG,FinTech,FinTech: Digital Lending,173951.2,284.99,2023-10-01,0
06782402,NUVEI (UK) LIMITED,77,53623502,0.681,,0.681,Large,01/05/2009 00:00:00,"We are the payment technology partner of thriving brands. we provide the payment intelligence and technology businesses need to succeed locally and globally, through one integration — propelling them further, faster.",nuvei.com,WC2B 5LW,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,0,,0
11677111,PAYSTRATUS GROUP LTD,188,38000,2.245,2.245,,Medium,11/14/2018 00:00:00,Supercharge your app with embedded finance. weavr plug-and-play finance is the fastest way to prototype and launch new revenue generators and operational efficiencies.,weavr.io,EC1V 2NX,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Tech for Enterprise, FinTech: Wealthtech, Software as a Service (SaaS): Finance and Accounting",,0,,0
08037323,CHECKOUT LTD,2580,364233963,0.5495,0.729,0.37,Large,04/19/2012 00:00:00,"Checkout.com helps your business to offer more payment methods and currencies, to more customers. the best-in-class credit card & alternative payments gateway.",checkout.com,N1 7BQ,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,1369.66,2022-01-01,0
10408185,UBISECURE HOLDINGS LIMITED,81,15482385,0.35550000000000004,0.168,0.543,Medium,10/03/2016 00:00:00,"Ubisecure ciam (customer iam), idaas and identity and access management software for trusted customer experience. sso, single-sign on, digital identity providers, identity api.",ubisecure.com,ME14 5NZ,"FinTech, Data Intermediaries, Cyber","FinTech: Digital Identity, Data Intermediaries: PDS/PIMS, Cyber: Cryptographic Authentication, Cyber: Endpoint Security, Cyber: Identity Management",,0,,0
11215527,HOKODO LTD,205,1721471,1.341,1.341,,Medium,02/20/2018 00:00:00,Boost sales and improve customer experience with b2b buy now pay later options at checkout. hokodo's b2b bnpl solution is the modern way to offer trade credit.,hokodo.co,EC3A 3DE,,,,40.14,2024-04-01,0
10265536,SAVIYNT EUROPE LTD,42,29177158,0.4155,0.389,0.442,Medium,07/06/2016 00:00:00,"Embrace zero trust, secure sensitive & privileged access, and stay in continuous compliance with the world’s #1 cloud identity governance platform.",saviynt.com,W1W 7LT,"Cloud Computing, FinTech, Data Intermediaries, Cyber","Cloud Computing: Platform as a Service (PaaS) & Platform Management, FinTech: Digital Identity, Data Intermediaries: PDS/PIMS, Cyber: Cryptographic Authentication, Cyber: Endpoint Security, Cyber: Identity Management",,0,,0
05836806,FONIX PLC,53,214811647,0.525,0.108,0.942,Large,06/05/2006 00:00:00,Fonix provide mobile payments and interactive services that enable brands to easily interact and transact with consumers.,fonix.com,W1B 4BQ,FinTech,FinTech: Digital Payments,,0,,0
09742935,DYNAMO SOFTWARE UK. LIMITED,55,11412422,0.567,0.426,0.708,Medium,08/21/2015 00:00:00,"Global provider of software for the alternative investments ecosystem - private equity and hedge funds, funds of funds and institutional investors.",dynamosoftware.com,BS1 6FL,"FinTech, Software as a Service (SaaS)","FinTech: Tech for Enterprise, Software as a Service (SaaS): Real Estate",,0,,0
10143662,TOKEN.IO LTD,45,2129831,0.346,0.346,,Small,04/24/2016 00:00:00,Account to account payment infrastructure for psps and banks,token.io,WC1N 2EB,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, FinTech: Wealthtech, Software as a Service (SaaS): Finance and Accounting",,0,,0
12592492,CHAINLINK LABS LTD.,105,63970537,2.328,1.898,2.758,Large,05/07/2020 00:00:00,"Chainlink labs is the leading provider of secure and reliable open-source oracle solutions, enabling smart contracts to access anything outside their native blockchain, such as off-chain data feeds, web apis, and traditional bank payments.",chainlinklabs.com,EC4A 3BF,"FinTech, Data Intermediaries, Research and Consulting - Physical Sciences and Engineering","FinTech: Consensus Services, Data Intermediaries: Undefined Intermediaries, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",,0,,0
11846404,MIDINSURE LIMITED,1146,195088382,0.219,0.084,0.354,Large,02/25/2019 00:00:00,"Acturis is the technology provider of choice for brokers, insurers and mgas throughout the uk and internationally.",acturis.com,EC1N 8NX,Software as a Service (SaaS),Software as a Service (SaaS): Finance and Accounting,,0,,0
09784536,DATAROBOT UK LTD,108,31761942,0.388,0.353,0.423,Medium,09/18/2015 00:00:00,Want to see how datarobot can directly impact your top and bottom line? contact us with questions or to request a demo.,datarobot.com,BS1 6FL,"Engineering Biology Supply Chain, FinTech, Advanced Manufacturing, MedTech, Artificial Intelligence, EdTech","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, FinTech: Tech for Enterprise, Advanced Manufacturing: Artificial Intelligence, MedTech: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Life Sciences, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, EdTech: Artificial Intelligence",,0,,0
10431233,UBISECURE LIMITED,42,2461817,0.6945,0.766,0.623,Small,10/17/2016 00:00:00,"Ubisecure ciam (customer iam), idaas and identity and access management software for trusted customer experience. sso, single-sign on, digital identity providers, identity api.",ubisecure.com,ME14 5NZ,"FinTech, Data Intermediaries, Cyber","FinTech: Digital Identity, Data Intermediaries: PDS/PIMS, Cyber: Cryptographic Authentication, Cyber: Endpoint Security, Cyber: Identity Management",,0,2018-05-01,0
10583935,POMELO GROUP LTD,135,6924650,1.249,1.019,1.479,Medium,01/25/2017 00:00:00,Forward-thinking payment solutions for businesses. from sole traders to enterprises pomelo pay helps merchants accept card payments with ease.,pomelopay.com,E14 5AB,FinTech,FinTech: Digital Payments,,10.6,2022-12-01,0
12078613,NOVIDEA LIMITED,48,3573662,0.771,0.771,,Small,07/01/2019 00:00:00,"Insurance software solution, built on salesforce for insurance brokers, mgas and coverholders, novidea provides a cloud-native insurance management platform to inform your business decisions. find out more.",novideasoft.com,NW3 4QG,FinTech,"FinTech: Insurtech, FinTech: Tech for Enterprise",,0,,0
09709888,LITTLEPAY LIMITED,52,2830989,0.533,0.533,,Medium,07/30/2015 00:00:00,Payments infrastructure for transit and mobility. find out about littlepay's modular system for contactless open loop fare collection.,littlepay.com,KT18 7EP,FinTech,"FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,,0
11413946,CURRENSEA LIMITED,34,374012,0.412,0.412,,Small,06/13/2018 00:00:00,"The uk’s first direct debit travel card. currensea is the layer in front of your current bank account, saving you money, giving you extra security and making your bank work that bit harder for you. travel spend done differently.",currensea.com,HP4 2DT,FinTech,FinTech: Digital Payments,200000,9.87,2022-09-01,0
09565115,PASSFORT LIMITED,175,11173383,0.514,0.518,0.51,Medium,04/28/2015 00:00:00,"Rapid, automated, compliance onboarding for your kyc & aml financial regulation requirements. automate your checks & verification process with passfort today",passfort.com,E14 5FA,FinTech,"FinTech: Digital Identity, FinTech: Regtech, FinTech: Tech for Enterprise, FinTech: Alternative Credit Analysis",,9.56,2021-12-01,0
07089561,TALLYMONEY UK LTD,27,2053525,0.449,0.449,,Small,11/27/2009 00:00:00,"Tally is a digital currency backed by physical gold that protects your savings from devaluation. you can save, spend and send tally just like pounds using the app and tally debit mastercard.",tallymoney.com,NW6 6RJ,FinTech,FinTech: Digital Payments,,0,,0
09966213,VORTEXA LTD,174,2904943,0.423,0.423,,Medium,01/22/2016 00:00:00,State of the art energy analytics that paints a global picture of cargo flows. identify energy market opportunities before the competition with vortexa.,vortexa.com,EC3N 1LJ,Software Development,Software Development: API Development and Integration,,46.37,2024-01-01,0
10841289,MULTIPASS PLATFORMS LIMITED,102,11725280,12.827,1.169,24.485,Medium,06/29/2017 00:00:00,Open your business account for global payments with multipass! we provide online business accounts for a large variety of businesses.,multipass.co,W1U 6RJ,FinTech,FinTech: Digital Payments,,0,,0
11351988,HOKODO SERVICES LTD,148,248124,0.843,0.843,,Medium,05/09/2018 00:00:00,Boost sales and improve customer experience with b2b buy now pay later options at checkout. hokodo's b2b bnpl solution is the modern way to offer trade credit.,hokodo.co,EC3A 3DE,,,,0,,0
09869350,MARCURA UK LIMITED,43,4048001,0.2435,0.289,0.198,Small,11/12/2015 00:00:00,"Streamlining processes in maritime. best-in-class solutions: automation of disbursement accounts, crew and supplier payments and optimising time in port",marcura.com,BN99 3HH,,,,0,,0
09721556,EDGEFOLIO UK LIMITED,29,1342803,0.298,0.298,,Small,08/06/2015 00:00:00,Edgefolio delivers technology platforms to hedge fund marketing and cap intro teams to accelerate and enhance the capital raising process.,edgefolio.com,CB2 9SU,FinTech,"FinTech: Tech for Enterprise, FinTech: Wealthtech",,0,2015-02-01,0
10063984,FONDY LTD,48,606851,0.539,0.769,0.309,Small,03/15/2016 00:00:00,"Fondy’s leading one-stop payment solution for cross-border commerce, marketplaces and platforms enables the means to move money without friction",fondy.io,EC2A 4DP,"FinTech, Software as a Service (SaaS)","FinTech: Digital Identity, FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,0,,1
08677559,XIATECH LIMITED,131,9441104,1.086,1.086,,Medium,09/05/2013 00:00:00,"Embrace the power of hyper-integration - use one revolutionary platform to connect your systems, unify your data and deliver continuous insights",xiatech.co.uk,EC4V 4BE,"Cloud Computing, FinTech, Software as a Service (SaaS), Artificial Intelligence, AgriTech","Cloud Computing: Platform as a Service (PaaS) & Platform Management, FinTech: Tech for Enterprise, Software as a Service (SaaS): Human Resources, Artificial Intelligence: Data Analysis, AgriTech: Management Platforms",,0,,0
07910972,KYRIBA UK LTD,66,38236536,0.2685,0.16,0.377,Large,01/16/2012 00:00:00,"Kyriba enterprise software manages treasury, risk management, payments, working capital and api real-time connectivity for the office of the cfo and treasurers.",kyriba.com,EC2R 8DU,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",,0,,0
09736376,CLEARBANK LIMITED,653,690022500,1.053,0.266,1.84,Large,08/17/2015 00:00:00,"Financial institutions — from fintechs and crypto platforms, to banks and credit unions — use our api to offer their customers fully regulated banking…",clear.bank,SE1 9PA,"FinTech, Software as a Service (SaaS)","FinTech: Digital Lending, FinTech: Digital Payments, FinTech: Tech for Enterprise, FinTech: Digital Banks, Software as a Service (SaaS): Finance and Accounting",,479.66,2022-03-01,0
10657213,WRISK TRANSFER LIMITED,24,10088746,0.528,0.215,0.841,Small,03/07/2017 00:00:00,"The wrisk platform helps brands co-create, launch and operate customised insurance products that can be launched rapidly and at scale.",wrisk.co,EC2V 7BG,FinTech,"FinTech: Insurtech, FinTech: Tech for Enterprise",,0,,0
11154668,DNA PAYMENTS LIMITED,765,56415787,1.3585,1.356,1.361,Large,01/17/2018 00:00:00,"Dna payments is one of the largest independent, fully vertically integrated omnichannel payments companies in the uk and eu",dnapayments.com,SW1W 0EN,FinTech,"FinTech: Digital Payments, FinTech: Tech for Enterprise",,100,2021-06-01,0
08632552,ATOM BANK PLC,530,437768852,0.2835,0.083,0.484,Large,07/31/2013 00:00:00,"Savings accounts, a range of mortgages & business loans, you'll find it all with atom bank. app-based and designed to be hassle-free. download the app today.",atombank.co.uk,DH1 5TS,FinTech,"FinTech: Digital Lending, FinTech: Digital Savings, FinTech: Digital Banks",0,679.14,2023-11-01,0
09798383,QUANT NETWORK LTD,94,6717689,0.553,0.553,,Medium,09/28/2015 00:00:00,We unlock the power of blockchain for everyone by delivering interoperable ecosystems and real-world solutions that simply work.,quant.network,N1 7GU,"FinTech, Supply Chain Logistics, Cryptocurrency Economy","FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Supply Chain Logistics: Blockchain and Digital Twins, Cryptocurrency Economy: Blockchain",,0,2020-07-01,0
11532640,MARQETA UK LTD,97,3824112,0.575,0.575,,Medium,08/23/2018 00:00:00,Instantly issue cards and process card payments with our open api platform. learn how marqeta's modern card issuing platform empowers businesses and innovator,marqeta.com,GL50 3PR,"Software Development, FinTech, Software as a Service (SaaS)","Software Development: API Development and Integration, FinTech: Digital Payments, Software as a Service (SaaS): Finance and Accounting",,0,,0
11601168,SYNALOGIK INNOVATIVE SOLUTIONS LIMITED,120,8355760,1.259,1.259,,Medium,10/03/2018 00:00:00,Synalogik helps organisations improve efficiency and slash costs through automated data aggregation when multiple data sources are required.,synalogik.com,HR2 6SR,FinTech,"FinTech: Regtech, FinTech: Alternative Credit Analysis",1432254,4.43,2022-10-01,0
09881023,CLOUD LENDING UK LTD,53,11201032,0.49450000000000005,0.554,0.435,Medium,11/19/2015 00:00:00,"Q2 creates simple, smart, end-to-end banking and lending experiences that make you an indispensable partner on your customers’ financial journeys",q2.com,W1U 7EU,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Regtech, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,0,,0
04346338,AMPHORA UK LIMITED,10,697497,0.113,0.113,,Small,01/02/2002 00:00:00,,amphora.net,IP1 1QJ,FinTech,FinTech: Tech for Enterprise,,0,,0
09228134,FUNDINGXCHANGE LIMITED,43,5743522,0.229,0.229,,Small,09/22/2014 00:00:00,,fundingxchange.co.uk,SW19 2RR,FinTech,"FinTech: Digital Lending, FinTech: Digital Payments, FinTech: Tech for Enterprise",,20.8,2024-04-01,1
07728296,BOOST&CO LIMITED,67,8982406,0.443,0.443,,Medium,08/03/2011 00:00:00,"Boost&co offers term loans, venture debt and invoice financing for innovative, fast-growing smes. looking for funding? get in touch today",boostandco.com,E15 4HF,,,,0,,0
08068829,FIDEL LIMITED,75,5651636,0.406,0.406,,Medium,05/15/2012 00:00:00,"Power your applications with real-time payment data. build innovative card-linking applications by connecting visa, mastercard and amex cards to loyalty and marketing services all in one place.",fidelapi.com,EC2V 6DN,"Software Development, FinTech","Software Development: API Development and Integration, FinTech: Digital Payments, FinTech: Tech for Enterprise",250018,0.22,2014-12-01,0
11476842,IMMUTA LTD,60,2821411,0.815,0.815,,Medium,07/23/2018 00:00:00,Deliver the right data to the right people at the right time with immuta’s data access control.,immuta.com,SW1H 0DB,"Cloud Computing, Software Development, Data Infrastructure, Data Intermediaries, Software as a Service (SaaS), Cyber, Artificial Intelligence","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Software Development: Security Engineering, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: PDS/PIMS, Software as a Service (SaaS): Analytics, Cyber: Identity Management, Artificial Intelligence: Data Analysis",,0,,0
06973399,MERCIA FUND MANAGEMENT LIMITED,74,38428468,0.448,0.28,0.616,Large,07/27/2009 00:00:00,Mercia asset management providing equity and debt to regional businesses with growth ambition. we are your capital partners from scale-up to exit.,mercia.co.uk,B95 5AA,FinTech,FinTech: Digital Capital Raising,,0,,0
04810132,PROVENIR (UK) LIMITED,75,15628046,0.201,0.248,0.154,Medium,06/25/2003 00:00:00,"Provenir's ai decision engine simplifies risk decisioning to get new products to market faster, using ai/ml for instant decisions.",provenir.com,B3 3AX,"FinTech, Advanced Manufacturing","FinTech: Digital Lending, FinTech: Tech for Enterprise, FinTech: Alternative Credit Analysis, Advanced Manufacturing: Artificial Intelligence",,0,,0
04334419,FENIKS RESOURCE SERVICES LIMITED,118,5598351,0.402,0.402,,Medium,12/05/2001 00:00:00,"Lysis financial delivers expect consulting in anti-money laundering, aml reviews and maturity assessments, policies and procedures, preparation for regulatory visits and regulatory remediation, client lifecycle management (clm).",lysisgroup.com,KT21 1AT,FinTech,"FinTech: Digital Identity, FinTech: Regtech",,0,,0
01715616,CLUE COMPUTING COMPANY LIMITED,80,3748726,0.331,0.331,,Medium,04/15/1983 00:00:00,The leading investigation and intelligence management software trusted by investigation professionals globally.,cluesoftware.com,BS14 9BZ,FinTech,FinTech: Alternative Credit Analysis,0,9,2024-02-01,0
10212938,RAEDAS CONSULTING LIMITED,43,1727188,0.204,0.204,,Small,06/03/2016 00:00:00,,raedas.com,EC1M 4HG,Cryptocurrency Economy,Cryptocurrency Economy: Legal Services,,0,,0
11471609,ZIP CO PAYMENTS UK LTD,45,3114263,0.622,0.622,,Small,07/18/2018 00:00:00,"Zip is currently available in australia, new zealand, the united kingdom, united states, canada, and mexico. we'll be expanding to more regions soon!",zip.co,EC1M 4JN,,,,0,,0
08804411,REVOLUT LTD,6932,2484267912,0.6735,0.529,0.818,Large,12/06/2013 00:00:00,"About revolut, who we are and our history, careers at revolut",revolut.com,E14 4HD,"FinTech, Cryptocurrency Economy","FinTech: Digital Payments, FinTech: Digital Savings, FinTech: Crypto Asset Exchange, FinTech: Digital Custody, FinTech: Digital Banks, Cryptocurrency Economy: Wallet",,1270.69,2022-03-01,0
05953015,TRUSTID LIMITED,148,11121238,0.556,0.556,,Medium,10/02/2006 00:00:00,"Identity validation checks | right to work | right to rent | aml-kyc. consistent, reliable online id document checks from certified idsp",trustid.co.uk,RG1 3BA,"FinTech, Cyber","FinTech: Digital Identity, Cyber: Identity Management",,0,,0
09237127,MOSAIC SMART DATA LIMITED,91,4261459,0.536,0.536,,Medium,09/26/2014 00:00:00,We empower users by enriching and personalising the analytics insights they receive.,mosaicsmartdata.com,EC2N 2AT,Artificial Intelligence,Artificial Intelligence: Green Tech,,10,2019-04-01,0
12117377,CAVA MIDCO 2 LIMITED,76,15012665,0.223,0.066,0.38,Medium,07/23/2019 00:00:00,Vixio is the leading provider of regulatory intelligence to gambling and payments industries. manage your compliance risk in fast markets.,vixio.com,EC3N 1DD,FinTech,FinTech: Regtech,,0,,0
10780281,PAVE FINTECH LIMITED,24,1144505,0.281,0.281,,Small,05/19/2017 00:00:00,"Pave is the proper path to good credit. build your credit score on experian, equifax and transunion using our award winning credit builder app.",paveapp.com,W1W 5PF,FinTech,"FinTech: Digital Lending, FinTech: Alternative Credit Analysis",,8.3,2020-09-01,0
10671007,HARBR GROUP LIMITED,179,1588082,0.575,0.575,,Medium,03/15/2017 00:00:00,The harbr data commerce platform powers high-margin data businesses by enabling customized data product design and delivery at scale to drive significant revenue.,harbrdata.com,EC2A 4DP,"Cloud Computing, Data Infrastructure, Data Intermediaries, Artificial Intelligence, AdTech","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, Artificial Intelligence: Machine Learning, Artificial Intelligence: Data Analysis, AdTech: Data Management and Analysis",,40.13,2020-11-01,0
10618740,REVOLUT TRAVEL LTD,33,1985647,-0.094,,-0.094,Small,02/14/2017 00:00:00,"About revolut, who we are and our history, careers at revolut",revolut.com,E14 4HD,"FinTech, Cryptocurrency Economy","FinTech: Digital Payments, FinTech: Digital Savings, FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Wallet",,0,,0
10429398,CREDAS TECHNOLOGIES LTD.,60,4168186,0.504,0.504,,Medium,10/14/2016 00:00:00,Credas helps businesses streamline their customer due diligence through our cutting edge biometric identity verification & aml technology.,credas.co.uk,CF24 5EA,FinTech,FinTech: Regtech,,0,,0
10388856,LUNO MONEY LIMITED,179,14398571,0.226,0.505,-0.053,Medium,09/22/2016 00:00:00,"Available in over 40 countries including the united kingdom. luno is a secure cryptocurrency platform that lets you buy, sell, store and trade btc, eth, xrp, bch, ltc and more",luno.com,EC2A 4NE,"Software Development, FinTech, Cryptocurrency Economy","Software Development: API Development and Integration, FinTech: Digital Payments, FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Blockchain, Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,9.96,2020-09-01,0
08698974,ALCHEMY PRIME LIMITED,20,13777750,0.51,0.42,0.6,Medium,09/20/2013 00:00:00,,alchemymarkets.com,E1 1LX,Cryptocurrency Economy,"Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,0,2023-09-01,0
09721622,WRISK LIMITED,17,981691,0.7160000000000001,-0.041,1.473,Small,08/06/2015 00:00:00,"The wrisk platform helps brands co-create, launch and operate customised insurance products that can be launched rapidly and at scale.",wrisk.co,EC2V 7BG,FinTech,"FinTech: Insurtech, FinTech: Tech for Enterprise",,11.68,2023-07-01,0
10613498,PLEXUS RESOURCE SOLUTIONS LTD,56,4197308,0.387,0.387,,Medium,02/10/2017 00:00:00,"Plexus is the global leader for web3, crypto & blockchain recruitment - recruitment partners for qredo, tezos, delphi labs, voltz + many more.",plexusrs.com,EC3R 5AA,"FinTech, Cryptocurrency Economy","FinTech: Crypto Asset Exchange, FinTech: Digital Custody, Cryptocurrency Economy: Blockchain, Cryptocurrency Economy: Wallet, Cryptocurrency Economy: Investment",,0,,0
08051687,ADYEN UK LIMITED,195,57858233,0.3125,0.27,0.355,Large,04/30/2012 00:00:00,"Accept payments, protect revenue, and control your finances with a single platform.",adyen.com,W1T 3HE,"FinTech, Software as a Service (SaaS)","FinTech: Digital Payments, FinTech: Tech for Enterprise, Software as a Service (SaaS): Finance and Accounting",,928.5,2021-12-01,0
08164913,"CLEARWATER ANALYTICS, LTD",323,44124621,0.3275,0.318,0.337,Large,08/01/2012 00:00:00,Clearwater analytics is the leading provider of investment accounting software for reporting and reconciliation services for institutional investors.,clearwateranalytics.com,TW18 4BP,FinTech,"FinTech: Regtech, FinTech: Tech for Enterprise, FinTech: Alternative Credit Analysis",,0,,0
12117287,CAVA TOPCO LIMITED,83,21762913,0.2935,0.084,0.503,Medium,07/23/2019 00:00:00,Vixio is the leading provider of regulatory intelligence to gambling and payments industries. manage your compliance risk in fast markets.,vixio.com,EC3N 1DD,FinTech,FinTech: Regtech,,0,,0
11471201,C-QUENCE HOLDINGS LIMITED,22,3247500,1.562,0.18,2.944,Small,07/18/2018 00:00:00,C-quence,c-quence.co.uk,EC3A 8AA,FinTech,FinTech: Insurtech,,0,,0
OC398435,PLUTOS OPERATIONS LLP,282,19222524,0.2235,0.311,0.136,Large,02/20/2015 00:00:00,"Rpc is a professional services firm based in the uk and asia. we look at businesses from every angle, applying smart thinking to deliver commercial solutions.",rpc.co.uk,EC4A 4AB,Cryptocurrency Economy,Cryptocurrency Economy: Legal Services,,0,2022-03-01,0
14048991,YULIFE HOLDINGS LTD,543,12447672,0.7035,0.526,0.881,Large,04/14/2022 00:00:00,"Engage, reward and protect your employees with life insurance products that are inspiring and motivating. get a free quote now and see why we're different.",yulife.com,EC1Y 8RQ,FinTech,"FinTech: Digital Savings, FinTech: Insurtech",,0,,0
SC392223,SALOCA LTD,43,2029704,0.22,0.22,,Small,01/26/2011 00:00:00,"Online booking system with unlimited appointments 24/7. online bookings software for business of any size. take payments, send reminders, and more.",appointedd.com,EH4 2HS,FinTech,FinTech: Tech for Enterprise,5000,1.29,2018-07-01,1
